2144757723;Sedat;AKSOY;3;3.42;85;3.42;61
2018658333;Kasım;PARLAK;2;1.20;32;1.20;97
2007738289;Hakan;TATAR;2;1.18;100;1.18;100
1639874189;Serkan;TOSUN;1;1.68;53;1.68;69
1603730366;Nurullah;ÇETİN;2;3.06;98;3.06;83
2428576096;Aşkın;YAMEN;1;1.75;59;1.75;25
1861826383;Osman;ÜNAL;2;3.80;64;3.80;70
1814771716;Erdem;AKBULUT;1;2.75;39;2.75;100
2125025702;Muhammed a;CEYLAN;2;2.37;92;2.37;30
1612886236;Bülent;IŞILDAR;1;1.53;74;1.53;43
1926987790;Mehmet;KARSAVURAN;1;2.53;101;2.53;90
2216143044;Murat;AYDIN;1;1.58;57;1.58;95
2026617639;Mehmet;DURSUN;3;2.38;68;2.38;66
2114432679;Hüseyin;ŞAR;2;2.28;40;2.28;88
1607476406;Barış;SARI;3;1.22;100;1.22;66
1683119030;Osman;KORKMAZ;1;2.90;65;2.90;47
1806588911;Mustafa;ADIYAMAN;2;1.43;97;1.43;88
1916425828;Eşref;ŞİMŞEK;1;2.33;82;2.33;37
2258212212;Behzat;AYTEKİN;3;3.29;94;3.29;98
2017352191;Levent;CEYLAN;1;1.84;33;1.84;40
1772474045;Serdar;YILDIZ;1;2.48;39;2.48;22
2290245264;Akın;KIYOĞLU;1;2.83;44;2.83;42
1843088218;Erdem;KOCA;2;2.11;78;2.11;26
2055363724;Ayhan;DALKILIÇ;2;1.98;34;1.98;78
1990180191;Ali;DİKBAŞ;1;1.72;84;1.72;56
1833797876;Haydar;YAŞAR;1;2.50;79;2.50;79
1994745116;Halis;KÜÇÜKER;2;3.12;38;3.12;33
1716178786;Fevzi;ŞENTÜRK;1;0.94;66;0.94;67
2074627968;Gökhan;İNCEKARA;1;3.40;87;3.40;55
1683369963;Gökhan;BAHŞİ;2;2.02;65;2.02;83
1922589815;Mehmet;YÜCEL;2;1.40;32;1.40;85
2283947163;Arif;YEŞİL;4;1.57;22;1.57;63
1629184791;Kadir;DÖNMEZ;3;2.88;80;2.88;76
2238374303;Ali;AVCI;1;2.70;33;2.70;67
1667341809;Fatih;PAKSOY;2;2.93;83;2.93;64
2154395380;Barış;PATUR;1;1.28;66;1.28;55
2106933008;Özgür;ÇAKIR;1;2.10;84;2.10;47
2301526623;Mehmet;GÜNAL;4;2.10;76;2.10;78
1757972342;Mahmut;ERKAL;2;2.35;49;2.35;73
2251494820;Abdullah;KAHYA;1;1.28;25;1.28;82
2079565081;İrfan;MADEN;1;1.87;56;1.87;26
2307742246;Engin;SEZGİN;2;0.57;91;0.57;44
2259091205;Ahmet;SÖZER;2;2.95;27;2.95;83
1867921930;Mehmet;MEÇO;2;3.10;46;3.10;65
2361596438;Ercan;GEMALMAZ;2;0.92;53;0.92;74
1804981894;Fırat;AVCI;1;2.29;60;2.29;35
1922825612;Ömer;TOSUN;2;3.44;21;3.44;44
1790478368;Yasin;BULUT;4;2.96;91;2.96;44
2063780158;Yahya;KASAP;4;1.95;25;1.95;43
2372849079;Mustafa;KAVAKLI;2;2.30;92;2.30;23
2401964492;Ercan;AYGÜN;2;1.87;90;1.87;79
1563108966;Bayram;KILIÇ;3;2.59;93;2.59;57
2330069247;Çetin;ERNUR;3;1.30;38;1.30;57
2266069464;Mustafa;URAN;2;2.14;85;2.14;56
1945959981;Talat;AĞASLAN;2;0.70;83;0.70;41
2066663319;Yücel;YILMAZ;1;3.84;95;3.84;24
2186221783;Serdar;PİPİŞ;1;1.64;41;1.64;54
2335991344;Hacı;DEMİR;2;0.54;97;0.54;64
1974587792;Onur;ÇÜMEN;2;3.63;64;3.63;35
1556750755;Günay;SARI;2;2.87;22;2.87;96
2009022804;Levent;ÇELİK;2;0.20;72;0.20;48
1704007524;Sezai;IRMAK;2;1.65;23;1.65;66
1640123484;Ramazan;MAYDA;2;1.93;90;1.93;73
1649498784;Yavuz;KARIŞMAZ;2;2.14;43;2.14;95
1896530732;Abdulkerim;ÖMEROĞLU;2;1.95;70;1.95;97
2191948382;Önder;GÜLOĞLU;4;0.50;31;0.50;45
2291926173;Mustafa;ÖZCAN;2;2.32;61;2.32;36
2364438954;İsmail;ÖRS;2;2.62;29;2.62;91
2212305291;Halil;ÖZDEMİR;2;2.96;95;2.96;74
2173968598;Aşkın;SÖNMEZ;1;2.30;32;2.30;100
2410014459;Fevzi;YİĞİTBAŞ;2;2.52;26;2.52;94
2025167144;Sezgin;DEVRİM;1;1.87;99;1.87;80
1884140369;Nurettin;ÜLKER;2;1.56;60;1.56;90
2368508502;Özgür;DEMİRER;1;1.42;34;1.42;40
2386084673;Hakan;ÖZGÜR;2;2.86;77;2.86;72
1827912936;Hasan;KARACA;2;3.62;101;3.62;68
1562347280;Necati;SOYDİNÇ;1;1.50;48;1.50;50
1708910110;Yasin;KARATAŞ;2;0.88;53;0.88;78
2369225418;Muhammed m;KAYA;1;2.52;49;2.52;71
2259635733;Ali;ÖZBAŞ;1;3.04;43;3.04;76
2032165595;Osman erol;ÖZENALP;2;2.02;69;2.02;80
2047759964;İlhan;DEMİRKOPARAN;1;0.23;92;0.23;47
2128883039;Özay;GÜNEY;1;3.58;96;3.58;50
2015911045;Ali;ÖZDİL;2;0.50;64;0.50;42
2448149763;Kerem;ÇOLAK;2;1.45;94;1.45;91
1881476126;Efraim;ÇAKAR;2;2.05;42;2.05;92
1968146578;Raşit;KIRMIZIOĞLU;2;0.85;42;0.85;97
2092565250;Öner;KAYALIGİL;2;2.75;43;2.75;46
2049096175;Yücel;ÇETİNATAR;2;3.12;69;3.12;57
1870604256;Yusuf;UYGUN;2;3.43;90;3.43;51
2198569412;Ahmet;GENÇER;1;2.07;97;2.07;39
2051142680;Selim;KAVAK;1;2.18;100;2.18;43
1690328652;Özgür;GÜNEŞ;2;2.27;88;2.27;59
2096738137;Ömer;AKAY;1;2.03;63;2.03;76
2433813682;Soner;ÖZDEMİR;2;0.92;54;0.92;45
2376705617;Sarper;ALTINTAŞ;1;3.53;70;3.53;79
2068879765;Onur;KOÇER;2;2.83;54;2.83;82
2313325396;Mutlu;AYDIN;2;2.25;31;2.25;37
1779755339;Veli;AKSU;1;1.91;48;1.91;95
1918059959;Mustafa;AKBİLEK;1;2.50;56;2.50;53
2279195977;Ömer;ZEYBEK;2;2.33;45;2.33;63
1815792997;Halil;ÇEVİK;1;2.52;33;2.52;39
2354632992;Sait;YILDIRIM;2;1.50;95;1.50;90
2287582770;Bahadır;ÖPÖZ;2;2.48;43;2.48;48
2447482516;Şahin;GÖKTÜRK;2;2.02;94;2.02;73
1721965874;Ahmet;AKAR;2;2.87;40;2.87;82
2020384558;Murathan;KARADAĞ;1;2.39;99;2.39;73
2254283311;Ali;COŞKUN;2;2.04;93;2.04;51
2106385307;Memiş;BAYKAN;2;3.28;77;3.28;62
2324866663;Nizamettin;HALİTOĞLU;1;2.78;54;2.78;59
2126246196;Turan;TONKAL;1;1.75;32;1.75;20
1569601737;İlker;HACIİSLAMOĞLU;4;1.74;66;1.74;83
2288219374;Özgür;KURT;2;2.97;64;2.97;21
1867816798;Murat;AKYÜZ;2;3.07;67;3.07;92
2416343467;Mehmet;ALAGÖZ;2;2.25;92;2.25;48
1885898074;Murat;ŞENGÜL;1;2.30;101;2.30;28
1694610001;Hakan;ÖZDEMİR;3;1.80;90;1.80;55
1709870891;İlhan;AKAR;2;2.08;21;2.08;62
1978588139;Ali;ERYILMAZ;2;1.81;99;1.81;100
1678063440;Mustafa;OK;2;2.85;95;2.85;70
1882842196;Erdem;RAMAZAN;4;2.53;52;2.53;88
2318145111;Hakan;ÖZERDEM;2;78.52;85;78.52;21
2124029950;Lütfi;DURAN;1;3.21;65;3.21;46
1996331696;Anıl atılım;ŞAHİN;4;1.78;97;1.78;70
2271942756;Mustafa;YILDIRIM;1;2.23;77;2.23;26
2148914805;Hikmet;TAŞTAN;2;0.85;76;0.85;70
1745887274;Özay;ALAGÖZ;1;1.49;69;1.49;70
1779201449;Mehmet;BAYRAKTAR;2;1.67;92;1.67;39
1683021502;Adem;DURMAZ;1;0.98;49;0.98;46
1671679770;Mahir;ÖZKAN;2;2.98;43;2.98;99
2070406140;Fazlı;YÖRÜK;1;2.25;76;2.25;81
1904344501;Osman;OYGUR;1;3.54;64;3.54;38
1668202540;Vural;ÖZDEMİR;2;1.90;91;1.90;54
2226703722;Ramazan;ALTINOK;2;2.19;40;2.19;61
1716495778;Erol;TOPUZ;2;2.17;21;2.17;50
1560713765;Serkan;ASLAN;3;0.64;83;0.64;82
1557323164;Erdem;GEZGİN;1;1.13;95;1.13;73
2009746764;Hacı;ERDAL;1;0.42;21;0.42;71
1955989519;Fırat;BAHAR;4;2.40;23;2.40;94
1687653298;Ufuk;BENGOĞULLARI;2;2.28;44;2.28;79
2300738907;Haktan;BAŞER;2;1.55;60;1.55;98
2435080423;Ayhan;ÖZGENÇ;2;1.17;99;1.17;43
2395182730;Ali;AKGENÇ;4;1.92;31;1.92;61
